path	subsystem	kind	lines	bytes	module	import_count	test
src/Render/DirectX12/RendererImpl/DirectX12Renderer_RenderFrame_01_BuildInstances_ShadowAndLayeredShadow.inl	Render	inl	128	4038		0	0
src/Render/DirectX12/RendererImpl/DirectX12Renderer_RenderFrame_02_ReflectionCapture.inl	Render	inl	504	19463		0	0
src/Render/DirectX12/RendererImpl/DirectX12Renderer_RenderFrame_02_ShadowPasses.inl	Render	inl	433	18016		0	0
src/Render/DirectX12/RendererImpl/DirectX12Renderer_RenderFrame_03_PreDepth.inl	Render	inl	57	2612		0	0
src/Render/DirectX12/RendererImpl/DirectX12Renderer_RenderFrame_04_MainPass.inl	Render	inl	3	203		0	0
src/Render/DirectX12/RendererImpl/DirectX12Renderer_RenderFrame_04_MainPass_00_Shared.inl	Render	inl	478	16884		0	0
src/Render/DirectX12/RendererImpl/DirectX12Renderer_RenderFrame_04_MainPass_01_Deferred.inl	Render	inl	8	322		0	0
src/Render/DirectX12/RendererImpl/DirectX12Renderer_RenderFrame_04_MainPass_01a_DeferredGeometryAndLighting.inl	Render	inl	596	21935		0	0
src/Render/DirectX12/RendererImpl/DirectX12Renderer_RenderFrame_04_MainPass_01b_DeferredPost.inl	Render	inl	103	3721		0	0
src/Render/DirectX12/RendererImpl/DirectX12Renderer_RenderFrame_04_MainPass_01c_DeferredTransparentAndSelection.inl	Render	inl	567	19185		0	0
src/Render/DirectX12/RendererImpl/DirectX12Renderer_RenderFrame_04_MainPass_02_Forward.inl	Render	inl	907	33865		0	0
src/Render/DirectX12/RendererImpl/DirectX12Renderer_RenderFrame_04_SharedMaterialEnvHelpers.inl	Render	inl	184	5285		0	0
src/Render/DirectX12/RendererImpl/DirectX12Renderer_RenderFrame_04_SharedPerBatchConstantsHelpers.inl	Render	inl	35	1662		0	0
src/Render/DirectX12/RendererImpl/DirectX12Renderer_RenderFrame_04a_PlanarReflections.inl	Render	inl	172	7559		0	0
src/Render/DirectX12/RendererImpl/DirectX12Renderer_RenderFrame_04b_PlanarReflections_MaskRT.inl	Render	inl	508	24734		0	0
src/Render/DirectX12/RendererImpl/DirectX12Renderer_RenderFrame_05_DebugAndPresent.inl	Render	inl	1203	44590		0	0
src/Render/DirectX12/RendererImpl/DirectX12Renderer_Shutdown.inl	Render	inl	86	1797		0	0
src/Render/DirectX12/RendererImpl/DirectX12Renderer_UploadLights.inl	Render	inl	53	2189		0	0
src/Render/FileSystem.cppm	Render	cppm	49	809	core:file_system	1	0
src/Render/Frame/RenderFrameView.cppm	Render	cppm	219	9684	core:render_frame_view	1	0
src/Render/Frame/RenderSceneExtractor.cppm	Render	cppm	83	3542	core:render_scene_extractor	2	0
src/Render/GpuMemory.cppm	Render	cppm	55	1339	core:render_gpu_memory	1	0
src/Render/ImGui/Animation/ImGuiAnimationGraphBlend.inl	Animation	inl	615	29716		0	0
src/Render/ImGui/Animation/ImGuiAnimationGraphDetails.inl	Animation	inl	814	38506		0	0
src/Render/ImGui/Animation/ImGuiAnimationGraphNodes.inl	Animation	inl	633	33656		0	0
src/Render/ImGui/Animation/ImGuiAnimationGraphShared.inl	Animation	inl	1006	37330		0	0
src/Render/ImGui/Animation/ImGuiAnimationGraphView.inl	Animation	inl	178	7596		0	0
src/Render/ImGui/Animation/ImGuiAnimationRuntimeViewModel.inl	Animation	inl	272	11962		0	0
src/Render/ImGui/Animation/ImGuiAnimationUI.inl	Animation	inl	36	1491		0	0
src/Render/ImGui/Animation/ImGuiAnimationUIState.inl	Animation	inl	89	3557		0	0
src/Render/ImGui/Animation/ImGuiAnimationWorkspace.inl	Animation	inl	401	24480		0	0
src/Render/ImGui/ImGuiDebugUI.cppm	Render	cppm	258	7310	core:imgui_debug_ui	15	0
src/Render/ImGui/ImGuiDebugUI_Common.inl	Render	inl	15	423		0	0
src/Render/ImGui/ImGuiDebugUI_GOAP.inl	Render	inl	217	8441		0	0
src/Render/ImGui/ImGuiDebugUI_InputBindings.inl	Render	inl	298	15030		0	0
src/Render/ImGui/ImGuiDebugUI_Level.inl	Render	inl	201	7239		0	0
src/Render/ImGui/ImGuiDebugUI_LevelFile.inl	Render	inl	79	2722		0	0
src/Render/ImGui/ImGuiDebugUI_LevelHierarchy.inl	Render	inl	149	5620		0	0
src/Render/ImGui/ImGuiDebugUI_LevelInspector.inl	Render	inl	3	174		0	0
src/Render/ImGui/ImGuiDebugUI_LevelInspector_CreateImport.inl	Render	inl	352	14820		0	0
src/Render/ImGui/ImGuiDebugUI_LevelInspector_NodeInspector.inl	Render	inl	948	54158		0	0
src/Render/ImGui/ImGuiDebugUI_LevelInspector_SelectionAndPanel.inl	Render	inl	239	9385		0	0
src/Render/ImGui/ImGuiDebugUI_LevelShared.inl	Render	inl	598	23116		0	0
src/Render/ImGui/ImGuiDebugUI_Light.inl	Render	inl	403	13097		0	0
src/Render/ImGui/ImGuiDebugUI_Performance.inl	Render	inl	244	11291		0	0
src/Render/ImGui/ImGuiDebugUI_Reflections.inl	Render	inl	58	2460		0	0
src/Render/ImGui/ImGuiDebugUI_RendererCore.inl	Render	inl	481	24349		0	0
src/Render/ImGui/ImGuiDebugUI_RendererFacade.inl	Render	inl	13	342		0	0
src/Render/ImGui/RendererSettingsViewModels.h	Render	h	211	10584		0	0
src/Render/Model/AssimpImportShared.inl	Render	inl	239	7314		0	0
src/Render/Model/AssimpLoader.cppm	Render	cppm	1065	38286	core:assimp_loader	6	0
src/Render/Model/AssimpSceneLoader.cppm	Render	cppm	546	21367	core:assimp_scene_loader	3	0
src/Render/Model/Mesh/Mesh.cppm	Render	cppm	284	9053	core:mesh	2	0
src/Render/Model/ObjLoader.cppm	Render	cppm	221	4492	core:obj_loader	2	0
src/Render/Model/SkinnedMesh.cppm	Render	cppm	351	9787	core:skinned_mesh	4	0
src/Render/OpenGL/OpenGLCore.cppm	Render	cppm	256	6661	core:render_core_gl	2	0
src/Render/OpenGL/OpenGLRHI.cppm	Render	cppm	234	5008	core:rhi_gl	1	0
src/Render/OpenGL/OpenGLRHI_DeviceApi.inl	Render	inl	472	12910		0	0
src/Render/OpenGL/OpenGLRHI_DeviceCommands.inl	Render	inl	422	11219		0	0
src/Render/OpenGL/OpenGLRHI_DevicePrivate.inl	Render	inl	467	12272		0	0
src/Render/OpenGL/OpenGLRHI_GlHelpers.inl	Render	inl	369	8091		0	0
src/Render/OpenGL/OpenGLRHI_GlUtils.inl	Render	inl	409	9276		0	0
src/Render/OpenGL/OpenGLRenderer.cppm	Render	cppm	433	14191	core:renderer_mesh_gl	10	0
src/Render/OpenGL/RenderGL.ixx	Render	ixx	7	199	core:render_gl	4	0
src/Render/RHI.cppm	Render	cppm	910	23163	core:rhi	0	0
src/Render/Render.ixx	Render	ixx	34	976	core:render	32	0
src/Render/RenderCommandQueue.cppm	Render	cppm	216	5853	core:render_command_queue	0	0
src/Render/RenderCore.cppm	Render	cppm	371	8583	core:render_core	6	0
src/Render/RenderGraph.cppm	Render	cppm	424	12664	core:render_graph	1	0
src/Render/RenderScheduler.cppm	Render	cppm	302	8229	core:render_scheduler	1	0
src/Render/Render_overview.md	Render	md	1	1		0	0
src/Render/Renderer.cppm	Render	cppm	194	5887	core:render_renderer	6	0
src/Render/RendererSettings.cppm	Render	cppm	486	16333	core:renderer_settings	1	0
src/Render/Scene/CameraController.cppm	Render	cppm	202	6262	core:camera_controller	4	0
src/Render/Scene/SceneBridge.cppm	Render	cppm	53	851	core:scene_bridge	2	0
src/Render/Scene/Visibility.cppm	Render	cppm	83	2193	core:visibility	3	0
src/Render/Shader/ShaderFiles.cppm	Render	cppm	175	4704	core:shader_files	2	0
src/Render/Shader/ShaderSystem.cppm	Render	cppm	81	1833	core:shader_system	0	0
src/Render/Sync.cppm	Render	cppm	70	1373	core:sync	1	0
src/Scene/Scene.cppm	Scene	cppm	558	15622	core:scene	8	0
src/Scene/Scene_EditorSelection.inl	Scene	inl	264	6066		0	0
src/Scene/Scene_RuntimeSystems.inl	Scene	inl	319	9146		0	0
src/Timer/GameTimer.cppm	Other	cppm	195	4415	core:gametimer_core	0	0
src/Timer/GameTimer.ixx	Other	ixx	3	62	core:gametimer	1	0
src/main.cpp	Other	cpp	33	579		1	0
tests/CMakeLists.txt	Other	txt	369	13679		0	1
tests/FakeMeshIO.h	Other	h	113	2758		1	1
tests/FakeRHI.cpp	Other	cpp	317	8493		0	1
tests/FakeRHI.h	Other	h	147	5902		1	1
tests/FakeTextureIO.h	Other	h	154	2919		1	1
tests/README.md	Other	md	201	8825		0	1
tests/TestSupport/AccessKeyAssetSymbols.h	Assets	h	30	1388		0	1
tests/TestSupport/GameplayGOAPAssetFixture.h	Gameplay	h	135	5934		0	1
tests/TestSupport/GameplayRouteTestHelper.h	Gameplay	h	31	788		1	1
tests/TestSupport/MathTestHelper.h	Other	h	52	1559		1	1
tests/TestSupport/TestFixtureLoader.cpp	Other	cpp	75	2343		0	1
tests/TestSupport/TestFixtureLoader.h	Other	h	9	257		0	1
tests/TestSupport/TestGlobalVariables.h	Other	h	3	61		0	1
tests/TestSupport/TestTempPath.h	Other	h	39	905		0	1
tests/TestSupport/TestThreadAffinity.h	Other	h	22	691		1	1
tests/architecture/CMakeLists.txt	Other	txt	28	1438		0	1
tests/architecture/check_ai_dependencies.py	Other	py	59	2643		0	1
tests/architecture/check_engine_dependencies.py	Other	py	78	2446		0	1
tests/architecture/check_render_frame_view_boundary.py	Render	py	64	2362		0	1
tests/architecture/module_dependencies.py	Other	py	75	2300		0	1
tests/architecture/test_app_navigation_coordinator.py	App	py	38	1660		0	1
tests/architecture/test_engine_dependencies.py	Other	py	72	2819		0	1
tests/assets/json/invalid/malformed_config.json	Assets	json	4	40		0	1
tests/assets/json/valid/minimal_config.json	Assets	json	4	42		0	1
tests/assets/json/valid/nested_config.json	Assets	json	9	123		0	1
tests/integration/AIPhysicsSmoke/TestAIPhysicsSmoke.cpp	Physics	cpp	286	10878		1	1
tests/integration/CharacterPhysicsSmoke/TestCharacterPhysicsSmoke.cpp	Physics	cpp	234	8465		1	1
tests/integration/Dx12Smoke/TestDx12BackendSmoke.cpp	Other	cpp	284	8730		1	1
tests/integration/JoltSmoke/TestJoltDependencySmoke.cpp	Other	cpp	50	1262		0	1
tests/integration/PhysicsLevelSmoke/TestPhysicsLevelSmoke.cpp	Level	cpp	184	6842		1	1
tests/tools/check_goap_asset_composition.py	Other	py	136	7817		0	1
tests/tools/run_goap_asset_portable_checks.py	Other	py	288	19158		0	1
tests/tools/test_build_repo_index.py	Other	py	70	3334		0	1
tests/unit/AnimationTests/AnimationTestHelpers.h	Animation	h	117	3424		1	1
tests/unit/AnimationTests/TestAnimationController.cpp	Animation	cpp	1514	88842		1	1
tests/unit/AnimationTests/TestAnimatorSamplingInvariants.cpp	Animation	cpp	110	4476		1	1
tests/unit/AppTests/TestAppBootstrapArguments.cpp	App	cpp	120	3419		0	1
tests/unit/AppTests/TestAppDevelopmentScenarioRuntime.cpp	App	cpp	667	33386		1	1
tests/unit/AppTests/TestAppLifecycleStreamingWorkerCount.cpp	App	cpp	35	1047		0	1
tests/unit/AppTests/TestAppPhysicsStateLifecycle.cpp	App	cpp	86	2551		1	1
tests/unit/AppTests/TestDevelopmentScenario.cpp	App	cpp	1238	66831		1	1
tests/unit/AppTests/TestGameplayPhysicsCharacterIntegration.cpp	App	cpp	1145	50376		1	1
tests/unit/CoreTests/TestFileUtils.cpp	Core	cpp	131	3605		1	1
tests/unit/CoreTests/TestJsonUtils.cpp	Core	cpp	207	6936		1	1
tests/unit/CoreTests/TestStringHashUtils.cpp	Core	cpp	120	3877		1	1
tests/unit/CoreTests/TestThreadAffinity.cpp	Core	cpp	221	8557		1	1
tests/unit/EditorTests/TestEditorSelectionService.cpp	Editor	cpp	122	5046		1	1
tests/unit/GameplayTests/AI/TestAIActionBinding.cpp	AI	cpp	59	1754		1	1
tests/unit/GameplayTests/AI/TestAIActionRuntime.cpp	AI	cpp	170	5664		1	1
tests/unit/GameplayTests/AI/TestAIActionTask.cpp	AI	cpp	290	10078		1	1
tests/unit/GameplayTests/AI/TestAIAgentWorldState.cpp	AI	cpp	176	5535		1	1
tests/unit/GameplayTests/AI/TestAIDebugViewModel.cpp	AI	cpp	154	6230		1	1
tests/unit/GameplayTests/AI/TestAIDecisionContracts.cpp	AI	cpp	327	11962		1	1
tests/unit/GameplayTests/AI/TestAIDecisionRuntime.cpp	AI	cpp	359	19971		1	1
tests/unit/GameplayTests/AI/TestAIFollowRouteAction.cpp	AI	cpp	242	9781		1	1
tests/unit/GameplayTests/AI/TestAIFollowRouteTraversal.cpp	AI	cpp	554	26142		1	1
tests/unit/GameplayTests/AI/TestAIGOAPMoveToVerticalSlice.cpp	AI	cpp	148	5297		1	1
tests/unit/GameplayTests/AI/TestAIGoalSelection.cpp	AI	cpp	198	5697		1	1
tests/unit/GameplayTests/AI/TestAIMoveToAction.cpp	AI	cpp	397	15519		1	1
tests/unit/GameplayTests/AI/TestAIMoveToActionBinding.cpp	AI	cpp	309	13488		1	1
tests/unit/GameplayTests/AI/TestAIPlanExecution.cpp	AI	cpp	166	6857		1	1
tests/unit/GameplayTests/AI/TestAIPlanExecutionBridge.cpp	AI	cpp	191	8922		1	1
tests/unit/GameplayTests/AI/TestAIPlanner.cpp	AI	cpp	332	10365		1	1
tests/unit/GameplayTests/AI/TestAISystem.cpp	AI	cpp	400	14788		1	1
tests/unit/GameplayTests/AI/TestAITargetActions.cpp	AI	cpp	476	20756		1	1
tests/unit/GameplayTests/AI/TestGameplayAIAssetComposition.cpp	AI	cpp	379	17058		1	1
tests/unit/GameplayTests/AI/TestGameplayAIDecision.cpp	AI	cpp	1029	45832		1	1
tests/unit/GameplayTests/AI/TestGameplayGOAPDecisionTemplate.cpp	AI	cpp	210	10772		1	1
tests/unit/GameplayTests/AI/TestGameplayGOAPDefinitionAsset.cpp	AI	cpp	144	4571		1	1
tests/unit/GameplayTests/AI/TestGameplayGOAPDefinitionCompiler.cpp	AI	cpp	289	10895		1	1
tests/unit/GameplayTests/AI/TestGameplayGOAPResourceComponents.cpp	AI	cpp	509	25373		1	1
tests/unit/GameplayTests/TestAIFollowRouteActionRuntime.cpp	Gameplay	cpp	162	6209		1	1
tests/unit/GameplayTests/TestGameplayActionPolicy.cpp	Gameplay	cpp	275	11168		1	1
tests/unit/GameplayTests/TestGameplayAnimationBridge.cpp	Gameplay	cpp	186	6512		1	1
tests/unit/GameplayTests/TestGameplayCharacterCameraOwnership.cpp	Gameplay	cpp	428	12578		1	1
tests/unit/GameplayTests/TestGameplayGraph.cpp	Gameplay	cpp	515	15505		1	1
tests/unit/GameplayTests/TestGameplayInteractionPoint.cpp	Gameplay	cpp	93	4512		1	1
tests/unit/GameplayTests/TestGameplayObjectReservationSystem.cpp	Gameplay	cpp	148	6617		1	1
tests/unit/GameplayTests/TestGameplayObstacleAvoidance.cpp	Gameplay	cpp	841	34956		1	1
tests/unit/GameplayTests/TestGameplayPickupSystem.cpp	Gameplay	cpp	36	1301		1	1
tests/unit/GameplayTests/TestGameplayRequest.cpp	Gameplay	cpp	252	9598		1	1
tests/unit/GameplayTests/TestGameplayRoute.cpp	Gameplay	cpp	338	10366		1	1
tests/unit/GameplayTests/TestGameplayRouteFollower.cpp	Gameplay	cpp	612	27715		1	1
tests/unit/GameplayTests/TestGameplayRouteSearch.cpp	Gameplay	cpp	527	24372		1	1
tests/unit/GameplayTests/TestGameplayRuntimeModeTransitions.cpp	Gameplay	cpp	360	13511		1	1
tests/unit/GameplayTests/TestGameplayRuntimeNodeBoundMappingConsistency.cpp	Gameplay	cpp	338	13090		1	1
tests/unit/GameplayTests/TestGameplaySteering.cpp	Gameplay	cpp	391	14972		1	1
tests/unit/GameplayTests/TestGameplayTraversalExecutorRegistry.cpp	Gameplay	cpp	134	5629		1	1
tests/unit/GameplayTests/TestGameplayTraversalLinkRegistry.cpp	Gameplay	cpp	71	2637		1	1
tests/unit/GameplayTests/TestGameplayWorld.cpp	Gameplay	cpp	104	3480		1	1
tests/unit/GameplayTests/Traversal/TestDoorTraversalExecutor.cpp	Gameplay	cpp	264	12863		1	1
tests/unit/GameplayTests/Traversal/TestJumpTraversalExecutor.cpp	Gameplay	cpp	314	15242		1	1
tests/unit/InputTests/TestCameraController.cpp	Input	cpp	112	2636		1	1
tests/unit/InputTests/TestControllerBase.cpp	Input	cpp	51	1042		1	1
tests/unit/InputTests/TestGameplayInputBindings.cpp	Input	cpp	296	13990		1	1
tests/unit/InputTests/TestInputCore.cpp	Input	cpp	79	1987		1	1
tests/unit/Math/TestMathUtils.cpp	Other	cpp	627	18776		0	1
tests/unit/NavigationTests/TestNavigation.cpp	Navigation	cpp	456	16730		1	1
tests/unit/PhysicsTests/TestJoltBodyCreation.cpp	Physics	cpp	210	6765		1	1
tests/unit/PhysicsTests/TestJoltBodyMutation.cpp	Physics	cpp	188	8256		1	1
tests/unit/PhysicsTests/TestJoltBodyRegistry.cpp	Physics	cpp	148	5518		1	1
tests/unit/PhysicsTests/TestJoltCharacterBackend.cpp	Physics	cpp	667	26305		0	1
tests/unit/PhysicsTests/TestJoltCollisionLayers.cpp	Physics	cpp	79	2577		0	1
tests/unit/PhysicsTests/TestJoltFallingBody.cpp	Physics	cpp	298	12251		1	1
tests/unit/PhysicsTests/TestJoltPhysicsWorld.cpp	Physics	cpp	196	5630		1	1
tests/unit/PhysicsTests/TestJoltRayCast.cpp	Physics	cpp	223	7720		1	1
tests/unit/PhysicsTests/TestJoltRuntime.cpp	Physics	cpp	47	1285		0	1
tests/unit/PhysicsTests/TestJoltShapeFactory.cpp	Physics	cpp	91	3206		1	1
tests/unit/PhysicsTests/TestJoltShapeQueries.cpp	Physics	cpp	256	9930		1	1
tests/unit/PhysicsTests/TestLevelPhysicsRuntime.cpp	Physics	cpp	295	11427		1	1
tests/unit/PhysicsTests/TestLevelPhysicsSerialization.cpp	Physics	cpp	109	4858		1	1
tests/unit/PhysicsTests/TestPhysicsTypes.cpp	Physics	cpp	370	13719		1	1
tests/unit/RenderTests/LevelInstantiateTestHelper.h	Render	h	105	2871		1	1
tests/unit/RenderTests/TestAssimpImportContracts.cpp	Render	cpp	70	1794		1	1
tests/unit/RenderTests/TestDescriptorBindlessInvariants.cpp	Render	cpp	71	2583		1	1
tests/unit/RenderTests/TestGpuStructPacking.cpp	Render	cpp	40	1338		1	1
tests/unit/RenderTests/TestInlineRenderScheduler.cpp	Render	cpp	135	3767		1	1
tests/unit/RenderTests/TestLevelInstantiateReferenceIntegrity.cpp	Render	cpp	174	6339		1	1
tests/unit/RenderTests/TestLevelWorld.cpp	Render	cpp	89	2601		1	1
tests/unit/RenderTests/TestRenderCommandQueue.cpp	Render	cpp	136	3306		1	1
tests/unit/RenderTests/TestRenderGraphFakeRHI.cpp	Render	cpp	453	17359		1	1
tests/unit/RenderTests/TestRenderSceneExtractor.cpp	Render	cpp	63	2654		1	1
tests/unit/RenderTests/TestRendererSettingsCommands.cpp	Render	cpp	87	3756		1	1
tests/unit/RenderTests/TestRendererSettingsViewModels.cpp	Render	cpp	212	11141		1	1
tests/unit/RenderTests/TestThreadedRenderScheduler.cpp	Render	cpp	398	12048		1	1
tests/unit/ResourceTests/TestAssetManagerStartupValidation.cpp	Other	cpp	98	3101		0	1
tests/unit/ResourceTests/TestMeshStorage.cpp	Other	cpp	186	6523		0	1
tests/unit/ResourceTests/TestTextureStorage.cpp	Other	cpp	241	8220		0	1
tests/unit/TimerTests/TestTimerBasic.cpp	Other	cpp	108	2721		1	1
tools/refactor/build_repo_index.py	Other	py	353	18216		0	0
